"Z.AQ.1","Z.AQ.2","Z.BALL.1","Z.BALL.2","Z.Control.1","Z.Control.2","Z.Control.3","Z.Control.4","Z.Control.5","Z.Control.6","Z.EMPTY.1","Z.EMPTY.2","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PCR1.C","Z.PCR2.NTC","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.S.10","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"Zotu291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2911",0,0,0,6,0,0,0,0,0,0,0,0,0,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu2914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,21,1,0,0,0,7,2,4,11,3,1,0,1,0,0,0,1
"Zotu2915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,5,5
"Zotu2918",0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,195,318,362,504,329,326,0,0,0,0,0,0
"Zotu2920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,5,1,2,2,5
"Zotu2928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu2929",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu293",52,0,421,1247,0,0,0,7,0,0,0,0,201,18,41,44,97,109,0,0,93,68,175,350,0,0,58,28,27,20,32,2,78,69,74,0,7,16,7,17,3,9,17,69,13,52,17,55
"Zotu2933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,1,2,2,7
"Zotu2934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,5,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,16,37,6,22,2,29,21,23,0,0,0,0,2,0,1,0,0,1,0,0,0
"Zotu2937",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,8,6,4,6
"Zotu294",5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,5,1,9
"Zotu2944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,17,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Zotu2949",0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,3,0,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,11,3,12,0,0,0,0,0,0,0,0,4,0,0,0,2
"Zotu295",0,0,0,0,0,0,0,0,0,0,0,0,387,135,127,669,151,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Zotu2951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2955",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,2,13,0,0,0,1,0,0,0,0,0,0,1,0,1,1,4,1,1,0,0
"Zotu2957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,18,0,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2963",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,8,1,1,2,4
"Zotu2965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,0,5,2,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu2967",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,6,4,21,4,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2
"Zotu2968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,2,4,8,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu297",7,0,0,0,0,0,0,1,0,0,0,0,4,2,1,10,3,8,0,0,0,0,0,0,0,0,0,0,0,6,4,1,4,4,1,0,533,648,116,224,64,167,39,69,39,58,31,72
"Zotu2972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,7,27,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,2,11,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu2975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,1,1
"Zotu2976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,4,12,1,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Zotu2979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,5,6,0,0,4,0,0,0,0,0,0,0,0,0,0
"Zotu298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,31,8,20,2,23,1256,1075,191,217,54,20,4,9,126,0,7,22,4,22,1,11,4,12,2,1,1,3
"Zotu2980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Zotu2981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2985",0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu299",0,0,0,0,0,0,0,282,0,0,0,0,330,116,88,233,185,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,30,94,34,91,78,188
"Zotu2990",0,0,0,0,0,0,0,1,0,0,0,0,7,1,1,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Zotu2992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2993",0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3",0,0,0,0,0,0,0,721,0,0,0,0,43972,7496,8653,10811,12441,21642,0,0,924,544,842,517,1348,2282,3337,673,986,13,33,5,5,9,24,0,60424,110751,32990,67518,31244,28706,281,1494,109,364,209,770
"Zotu30",0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,5925,5953,5333,11170,5472,9006,16,1,1,0,2,0,2,3,2,0,0,0,0,3,0,0,0,24,3,15,13,20
"Zotu300",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,29,4,0,0,94,581,1613,0,0,0,0,0,0,0,0,3,0,0,0,0
"Zotu3000",0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3002",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu3004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,9,4,3,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4207,191,28,303,137,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3010",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Zotu3015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3018",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,4
"Zotu302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,31,796,264,825,26,53
"Zotu3021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,14,15,0,0,0,0,0,0
"Zotu3023",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu303",0,0,0,0,0,0,0,194,0,0,0,0,921,181,63,107,224,504,0,0,0,0,0,0,0,0,3,1,0,22,36,3,99,85,33,0,0,0,0,0,0,0,4,0,0,0,0,57
"Zotu3031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,14,0,0,0,8,12,13,0,0,0,0,0,1,0,1,0,0,0,0,0
"Zotu3034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,62,89,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,2,17,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1071,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3041",0,0,7,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
"Zotu3046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Zotu3049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu305",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,853,944,204,0,0,0,2,0,0,0,4,30,7,14,12,13
"Zotu3054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu3059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu306",0,0,0,0,0,0,0,13,0,0,0,0,6,1,4,3,1,4,0,0,116,385,175,453,354,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,7,0,1
"Zotu3065",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,1,0,0
"Zotu307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,268,920,1176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,13,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3072",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,4,10,0,0,0,5,3,4,0,0,0,0,0,0,0,1,2,1,1,0,1
"Zotu3077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"Zotu3078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,1,1,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Zotu3084",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,8,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0
"Zotu3088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu309",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,256,302,104,86,367,564,54,43,21,0,0,0,5,4,5,0,1,0,0,0,0,0,34,44,53,42,36,20
"Zotu3092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,4,2,0,2,2,0,1,0,0,0,0,0,0,0,0
"Zotu3094",0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,6,6,0,0,0,0,0,0,1,0,5,0,0,0,1,0,2,2,4,0,0,0,0,0,0,0,0,1,0,0,1,2
"Zotu3096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu31",0,2,0,0,0,0,0,13443,0,0,0,0,1015,382,73,612,564,364,0,0,5842,10290,11454,11251,3273,9876,279,82,165,0,0,0,9,1,34,0,0,0,0,0,1,0,55,282,73,278,271,286
"Zotu3100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,2,5,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"Zotu3103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3106",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,65,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu3112",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,1,2,1,0,0,0,0,27,0
"Zotu3119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,1481,0,2,0,0,381
"Zotu3122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,3,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3129",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu313",0,0,119,290,0,0,0,50,0,0,0,0,61,14,19,26,40,89,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,79,311,87,266,129,504
"Zotu3132",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1
"Zotu3134",0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0
"Zotu3135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3136",0,38,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3137",0,0,17,10,0,0,0,0,0,0,0,0,18,0,9,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3142",0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3143",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,8,2,3,3,2,0,1,6,0,0,0,2,0,0,2,0,0,0,0,1,0,0
"Zotu3144",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu3148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2,3,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0
"Zotu3149",0,2,0,0,0,0,0,0,0,0,0,0,14,3,0,4,9,7,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,3,0,1,2,2,0,0
"Zotu315",0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,1411,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
